month,year,radio,mobile,total,percentage
Oct,2017,Los 40,1443,2607,55.35
Oct,2017,Los 40 principales España,27,138,19.57
Oct,2017,MEGA 98.3 SANTA FE,114,240,47.50
Oct,2017,Madre,90,234,38.46
Oct,2017,Magna,6,15,40.00
Oct,2017,Maxima FM,129,312,41.35
Oct,2017,Maxima-Madrid,3,3,100.00
Oct,2017,Megafon - Universidad Nacional de Lanús,9861,16494,59.79
Oct,2017,Meridiano,333,741,44.94
Oct,2017,Metro 95.1,75603,152763,49.49
Oct,2017,Metropolis FM,1335,1536,86.91
Oct,2017,Milenium,5031,10614,47.40
Oct,2017,Mágica,6,24,25.00
Oct,2017,Nacional - AM 870,19131,36048,53.07
Oct,2017,Nacional Córdoba,133668,238248,56.10
Oct,2017,Nacional Neuquén,462,603,76.62
Oct,2017,Nacional Rock,2979,6351,46.91
Oct,2017,Nacional Santa Fé,432,684,63.16
Oct,2017,Nuestra Radio,8442,15384,54.88
Oct,2017,Océano Uruguay,858,1845,46.50
Oct,2017,Om,165,264,62.50
Oct,2017,Onda Cero,0,6,0.00
Oct,2017,Onda La Superestación 107.9 Caracas,375,660,56.82
Oct,2017,Orfeo FM,342,753,45.42
Oct,2017,Oriental,4728,10713,44.13
Oct,2017,Orión,135,471,28.66
Oct,2017,PLAY FM NETWORK,90,234,38.46
Oct,2017,Palermo,93,198,46.97
Oct,2017,Palermo RPLM 94.7,7959,13506,58.93
Oct,2017,Paraíso 42,573,738,77.64
Oct,2017,Patagonia Pop,30,84,35.71
Oct,2017,Planeta Cabezón,174,483,36.02
Oct,2017,Provincia,69,138,50.00
Oct,2017,Pulxo 95.1,40287,50904,79.14
Oct,2017,Punto Cero,1080,2016,53.57
Oct,2017,Punto a punto,15,18,83.33
Oct,2017,RADIO NEF,21003,40452,51.92
Oct,2017,RCR 750 AM,153,225,68.00
Oct,2017,RLV La Voz,1098,2343,46.86
Oct,2017,Radio 2,48,141,34.04
Oct,2017,Radio Activa,1434,2661,53.89
Oct,2017,Radio Argentina,1368,2310,59.22
Oct,2017,Radio Arroba,1530,2154,71.03
Oct,2017,Radio Atomika,861,1755,49.06
Oct,2017,Radio Cantilo,5781,11886,48.64
Oct,2017,Radio Caput,27252,51744,52.67
Oct,2017,Radio Casilda,6207,10044,61.80
Oct,2017,Radio Ciudadana,381,702,54.27
Oct,2017,Radio Colonia,351,918,38.24
Oct,2017,Radio Con Aguante,1638,2418,67.74
Oct,2017,Radio Diversidad - Famaillá - Tucumán,90,165,54.55
Oct,2017,Radio Dos,159,273,58.24
Oct,2017,Radio Emergente,633,1638,38.64
Oct,2017,Radio En Casa,804,1602,50.19
Oct,2017,Radio Federal,6333,9600,65.97
Oct,2017,Radio Fish,3129,4443,70.43
Oct,2017,Radio Gráfica - Recuperando el aire,14856,27834,53.37
Oct,2017,Radio Hache,828,2028,40.83
Oct,2017,Radio ISER,1119,2412,46.39
Oct,2017,Radio Imagina,51,66,77.27
Oct,2017,Radio Jai,726,1281,56.67
Oct,2017,Radio KLA,522,1035,50.43
Oct,2017,Radio Libre FM,2541,4104,61.92
Oct,2017,Radio Malena,243,303,80.20
Oct,2017,Radio Marca,15,69,21.74
Oct,2017,Radio Nacional - Uruguay,1842,4041,45.58
Oct,2017,Radio Nacional Clásica,414,990,41.82
Oct,2017,Radio Nacional Folklórica,1386,3126,44.34
Oct,2017,Radio Nitro,330,678,48.67
Oct,2017,Radio Noticias,1698,2568,66.12
Oct,2017,Radio On,150,270,55.56
Oct,2017,Radio Plus LA96LP,192,516,37.21
Oct,2017,Radio Presente,1065,1770,60.17
Oct,2017,Radio Punto,363,471,77.07
Oct,2017,Radio Pública,2547,4800,53.06
Oct,2017,Radio Rebelde 740,45705,85872,53.22
Oct,2017,Radio Republica,108,183,59.02
Oct,2017,Radio Semilla,1443,2217,65.09
Oct,2017,Radio Sentidos,237,531,44.63
Oct,2017,Radio Sur,1827,4089,44.68
Oct,2017,Radio Sí,10446,16116,64.82
Oct,2017,Radio UNP 93.1,567,1056,53.69
Oct,2017,Radio Unica,2112,3363,62.80
Oct,2017,Radio Uruguay,153,279,54.84
Oct,2017,Radio WU,1068,1797,59.43
Oct,2017,Radio Yguazu,36,78,46.15
Oct,2017,Radio de Salón,81,327,24.77
Oct,2017,Radio y Punto,21,36,58.33
Oct,2017,Radio zónica,5118,12402,41.27
Oct,2017,Radio Éter,108,324,33.33
Oct,2017,RadioAsamblea,747,1467,50.92
Oct,2017,Radiofónica,2073,3945,52.55
Oct,2017,Red Aleluya,12,18,66.67
Oct,2017,Revés,111,246,45.12
Oct,2017,Rivadavia,48561,93555,51.91
Oct,2017,Rock & Pop Córdoba,93,123,75.61
Oct,2017,SI 91.1,354,690,51.30
Oct,2017,Sarandí,624,1503,41.52
Oct,2017,Simphony,174,354,49.15
Oct,2017,SinDial,675,1941,34.78
Oct,2017,Sintonia,3,6,50.00
Oct,2017,Sol,48,93,51.61
Oct,2017,Splendid,8322,12795,65.04
Oct,2017,Sport,12480,29256,42.66
Oct,2017,Sport Casilda,537,1035,51.88
Oct,2017,Subteradio,285,546,52.20
Oct,2017,Sudamericana,6,15,40.00
Oct,2017,TRES CIUDADES,879,1341,65.55
Oct,2017,Trade Radio,21,102,20.59
Oct,2017,Trend Topic,4479,7476,59.91
Oct,2017,UNC CALF,2028,3900,52.00
Oct,2017,UNLP AM,2508,6633,37.81
Oct,2017,UNLP FM,8616,14538,59.27
Oct,2017,Uba,135,393,34.35
Oct,2017,Univ. Nacional Arturo Jauretche,1377,3345,41.17
Oct,2017,Universal,453,1005,45.07
Oct,2017,Universidad Nacional de Cuyo,90,189,47.62
Oct,2017,Universidad Nacional de Rosario,4524,8700,52.00
Oct,2017,Universidad de Avellaneda (UNDAV),300,849,35.34
Oct,2017,Universidad de Córdoba,12753,23145,55.10
Oct,2017,Universidad de la Matanza,57,129,44.19
Oct,2017,Unión Radio,96,177,54.24
Oct,2017,Uno,7197,17064,42.18
Oct,2017,Urbana (NQN),78,99,78.79
Oct,2017,Vallekas,3,12,25.00
Oct,2017,Visión FM 100.5,9,12,75.00
Oct,2017,Vorterix Córdoba,33,51,64.71
Oct,2017,Vorterix Rock,7620,16899,45.09
Oct,2017,Vox,42,75,56.00
Oct,2017,WAVRADIO,216,594,36.36
Oct,2017,Wen,237,663,35.75
Oct,2017,Wox,87,147,59.18
Oct,2017,radio olazabal,519,900,57.67
Oct,2017,Éxitos,3048,4344,70.17
Sep,2017,1010 AM,1179,1785,66.05
Sep,2017,88.1 Adulto Joven,3,12,25.00
Sep,2017,91.5 WUML Lowell,3,45,6.67
Sep,2017,AM 1330,33,60,55.00
Sep,2017,AM 750,329499,617523,53.36
Sep,2017,AM 840 - Salta,204,402,50.75
Sep,2017,AM 890,150,282,53.19
Sep,2017,AM1010 Onda Latina,3990,7176,55.60
Sep,2017,AMPM FM,192,366,52.46
Sep,2017,AZ,90,243,37.04
Sep,2017,Advanta,366,981,37.31
Sep,2017,Ahijuna,2943,4752,61.93
Sep,2017,Alas,897,1146,78.27
Sep,2017,Am Radio Show,156,321,48.60
Sep,2017,Amadeus Cultura Musical,159,249,63.86
Sep,2017,America,54,171,31.58
Sep,2017,Amistad,18,21,85.71
Sep,2017,Antena Libre,1068,2085,51.22
Sep,2017,Aspen,42,99,42.42
Sep,2017,Atilra,1125,1503,74.85
Sep,2017,Azul,19548,36561,53.47
Sep,2017,Belgrano,345,996,34.64
Sep,2017,Belgrano AM 950,9273,17133,54.12
Sep,2017,BitBox FM,159,360,44.17
Sep,2017,Blue,14745,32943,44.76
Sep,2017,Boedo,30,84,35.71
Sep,2017,Cadena Dial,51,84,60.71
Sep,2017,Cadena Uno,93,156,59.62
Sep,2017,Candela Pura,72,174,41.38
Sep,2017,Capital,21,30,70.00
Sep,2017,Carve,90,114,78.95
Sep,2017,Cielo,1350,2214,60.98
Sep,2017,Citrica,2220,3906,56.84
Sep,2017,Classique,609,2286,26.64
Sep,2017,Colmena,21,27,77.78
Sep,2017,Con Vos,132666,273309,48.54
Sep,2017,Concepto,10335,21105,48.97
Sep,2017,Conexión Abierta,2553,4356,58.61
Sep,2017,Continental,9147,18246,50.13
Sep,2017,Continental (Córdoba),288,498,57.83
Sep,2017,Cooperativa,12012,25176,47.71
Sep,2017,Cristal Classic,150,180,83.33
Sep,2017,Cristal FM,2061,3570,57.73
Sep,2017,Cultura,11664,24645,47.33
Sep,2017,De la Azotea,519,837,62.01
Sep,2017,De la Calle,321,1014,31.66
Sep,2017,Del Mar,1080,2418,44.67
Sep,2017,Del Plata,131178,305112,42.99
Sep,2017,Del Sol,12594,34872,36.11
Sep,2017,Delta,3222,6504,49.54
Sep,2017,Deportiva,297,930,31.94
Sep,2017,Diez,6,15,40.00
Sep,2017,Disney,624,1338,46.64
Sep,2017,ESPN,405,591,68.53
Sep,2017,El Desconcierto,72,201,35.82
Sep,2017,El Espectador (Uruguay),21891,51603,42.42
Sep,2017,El Mediador,5163,8091,63.81
Sep,2017,El Mundo,14367,23916,60.07
Sep,2017,El Pueblo,1098,1590,69.06
Sep,2017,Emisora del Sur,114,270,42.22
Sep,2017,Estación K2,21,24,87.50
Sep,2017,Estación Sur,105,216,48.61
Sep,2017,Eterogenia,138,315,43.81
Sep,2017,FM Chalet - Radio Comunitaria,828,2313,35.80
Sep,2017,FM DEL CARMEN,300,507,59.17
Sep,2017,FM En Tránsito,2781,7104,39.15
Sep,2017,FM Flores,84,213,39.44
Sep,2017,FM Fribuay,768,1710,44.91
Sep,2017,FM IMPACTO,147,240,61.25
Sep,2017,FM KAOS,771,1377,55.99
Sep,2017,FM LA CIMA,81,174,46.55
Sep,2017,FM LATINA,15,24,62.50
Sep,2017,FM La Barriada,57,135,42.22
Sep,2017,FM La Patriada,36012,71253,50.54
Sep,2017,FM La Tecno,1944,4134,47.02
Sep,2017,FM La Tribu,5145,11703,43.96
Sep,2017,FM La Uni 91.7,3537,8271,42.76
Sep,2017,FM Latina,7995,20319,39.35
Sep,2017,FM RANQUEL,3,36,8.33
Sep,2017,FM Raíces Rock,1197,2871,41.69
Sep,2017,FM Riachuelo,840,1497,56.11
Sep,2017,FM Riel,72,126,57.14
Sep,2017,FM Rock & Pop,8634,16719,51.64
Sep,2017,FM Secla 104.7,1761,3540,49.75
Sep,2017,FM Soldados,105,189,55.56
Sep,2017,FM UTN Mendoza 94.5,414,873,47.42
Sep,2017,FM de la Montaña,8739,11343,77.04
Sep,2017,FMA Radio-Web,255,378,67.46
Sep,2017,Fiesta,159,603,26.37
Sep,2017,Fisherton CNN,309,588,52.55
Sep,2017,Fm Difusión 98.1,3,3,100.00
Sep,2017,Fm La Plaza,75,168,44.64
Sep,2017,Frecuencia Patagonia,3960,5484,72.21
Sep,2017,Frecuencia Zero,924,2421,38.17
Sep,2017,Fun,372,582,63.92
Sep,2017,Futurock FM,35907,73989,48.53
Sep,2017,Galena,1002,2595,38.61
Sep,2017,Gen,2610,5937,43.96
Sep,2017,General Belgrano AM 840,99,420,23.57
Sep,2017,Golfo Nuevo,45,276,16.30
Sep,2017,Güemes - La Futbolera,726,1710,42.46
Sep,2017,Hot 94,387,651,59.45
Sep,2017,Keops,66,171,38.60
Sep,2017,LA BOCA,720,1365,52.75
Sep,2017,LARZ,3558,8166,43.57
Sep,2017,LT 9,2793,5403,51.69
Sep,2017,LT10 Radio Universidad Nacional del Litoral,1020,1659,61.48
Sep,2017,LT7 Corrientes,369,582,63.40
Sep,2017,LT8 Rosario,2427,5589,43.42
Sep,2017,LU 19 - Río Negro,78,150,52.00
Sep,2017,LU14,5790,13620,42.51
Sep,2017,LU20 Radio Chubut,102,225,45.33
Sep,2017,LU5,78,141,55.32
Sep,2017,LV12,60,105,57.14
Sep,2017,LV28 Villa Maria,120,225,53.33
Sep,2017,La 2x4,1179,2730,43.19
Sep,2017,La Brújula 24 FM,14541,26244,55.41
Sep,2017,La Carretera (Allen),636,954,66.67
Sep,2017,La Colectiva,291,618,47.09
Sep,2017,La Imposible,3567,7902,45.14
Sep,2017,La Mega,1218,2682,45.41
Sep,2017,La Once Diez,14919,23991,62.19
Sep,2017,La Otra,273,738,36.99
Sep,2017,La Radio,18,78,23.08
Sep,2017,La Radio Ramallo,27,39,69.23
Sep,2017,La Red,121185,224409,54.00
Sep,2017,La Red Neuquén,240,762,31.50
Sep,2017,La Red Rosario,285,399,71.43
Sep,2017,La Redonda,540,651,82.95
Sep,2017,La Retaguardia,213,555,38.38
Sep,2017,La Rocker,96,174,55.17
Sep,2017,La Romantica,210,867,24.22
Sep,2017,La Súper,2574,4563,56.41
Sep,2017,La X,24,66,36.36
Sep,2017,La cien punto uno,3198,4644,68.86
Sep,2017,La plata,90,231,38.96
Sep,2017,LaBici,2085,5091,40.95
Sep,2017,Lacatorce10,129,255,50.59
Sep,2017,Las voces del muro,144,300,48.00
Sep,2017,Late,7407,12813,57.81
Sep,2017,Led,1812,4824,37.56
Sep,2017,Lexia,30,132,22.73
Sep,2017,Libertad,810,1395,58.06
Sep,2017,Lider,36,84,42.86
Sep,2017,Los 40,2364,3645,64.86
Sep,2017,Los 40 Paraguay,3,3,100.00
Sep,2017,Los 40 principales España,21,45,46.67
Sep,2017,MEGA 98.3 SANTA FE,51,96,53.13
Sep,2017,MQC Radio,3,18,16.67
Sep,2017,Madre,72,219,32.88
Sep,2017,Magna,129,276,46.74
Sep,2017,Maxima FM,438,636,68.87
Sep,2017,Megafon - Universidad Nacional de Lanús,12567,20676,60.78
Sep,2017,Meridiano,120,273,43.96
Sep,2017,Metro 95.1,106296,185883,57.18
Sep,2017,Metropolis FM,450,492,91.46
Sep,2017,Mi Ituzaingó - Radio Pública del Oeste,45,69,65.22
Sep,2017,Milenium,4197,10200,41.15
Sep,2017,Mágica,15,48,31.25
Sep,2017,Nacional - AM 870,31377,63054,49.76
Sep,2017,Nacional Córdoba,480,1074,44.69
Sep,2017,Nacional Neuquén,48,99,48.48
Sep,2017,Nacional Rock,2385,5073,47.01
Sep,2017,Nacional Santa Fé,138,408,33.82
Sep,2017,Nuestra Radio,7653,13965,54.80
Sep,2017,Océano Uruguay,906,1977,45.83
Sep,2017,Om,198,303,65.35
Sep,2017,Onda La Superestación 107.9 Caracas,282,540,52.22
Sep,2017,Orfeo FM,597,1170,51.03
Sep,2017,Oriental,90,168,53.57
Sep,2017,Orión,63,267,23.60
Sep,2017,PLAY FM NETWORK,9,27,33.33
Sep,2017,Palermo,75,168,44.64
Sep,2017,Palermo RPLM 94.7,3417,7458,45.82
Sep,2017,Paraíso 42,90,189,47.62
Sep,2017,Patagonia Pop,27,81,33.33
Sep,2017,Planeta Cabezón,150,477,31.45
Sep,2017,Provincia,78,153,50.98
Sep,2017,Pulxo 95.1,39714,51897,76.52
Sep,2017,Punto Cero,804,1470,54.69
Sep,2017,Punto a punto,234,276,84.78
Sep,2017,RADIO NEF,11697,23253,50.30
Sep,2017,RCR 750 AM,45,108,41.67
Sep,2017,RLV La Voz,879,1890,46.51
Sep,2017,RTN Radio FM 104.9,42,87,48.28
Sep,2017,Radio 2,39,123,31.71
Sep,2017,Radio Activa,1731,2772,62.45
Sep,2017,Radio Argentina,921,1767,52.12
Sep,2017,Radio Arroba,1749,2580,67.79
Sep,2017,Radio Atomika,1110,1947,57.01
Sep,2017,Radio Cantilo,5565,10806,51.50
Sep,2017,Radio Caput,19128,34230,55.88
Sep,2017,Radio Casilda,4572,7539,60.64
Sep,2017,Radio Ciudadana,399,762,52.36
Sep,2017,Radio Colonia,276,726,38.02
Sep,2017,Radio Con Aguante,7563,11013,68.67
Sep,2017,Radio Diversidad - Famaillá - Tucumán,147,204,72.06
Sep,2017,Radio Dos,132,174,75.86
Sep,2017,Radio Emergente,411,1227,33.50
Sep,2017,Radio En Casa,972,2076,46.82
Sep,2017,Radio Federal,726,1779,40.81
Sep,2017,Radio Fish,15588,22791,68.40
Sep,2017,Radio Gráfica - Recuperando el aire,18129,38688,46.86
Sep,2017,Radio Hache,552,1110,49.73
Sep,2017,Radio ISER,669,1692,39.54
Sep,2017,Radio Jai,138,534,25.84
Sep,2017,Radio KLA,300,633,47.39
Sep,2017,Radio Libre FM,1749,3858,45.33
Sep,2017,Radio Malena,150,222,67.57
Sep,2017,Radio Nacional - Uruguay,2595,5481,47.35
Sep,2017,Radio Nacional Clásica,336,699,48.07
Sep,2017,Radio Nacional Folklórica,1731,3846,45.01
Sep,2017,Radio Nacional de España,12,42,28.57
Sep,2017,Radio Nitro,240,531,45.20
Sep,2017,Radio Noticias,1482,2190,67.67
Sep,2017,Radio Plus LA96LP,183,381,48.03
Sep,2017,Radio Presente,561,1218,46.06
Sep,2017,Radio Punto,198,282,70.21
Sep,2017,Radio Pública,930,1710,54.39
Sep,2017,Radio Rebelde 740,29868,58770,50.82
Sep,2017,Radio Republica,78,138,56.52
Sep,2017,Radio Semilla,252,684,36.84
Sep,2017,Radio Sentidos,84,246,34.15
Sep,2017,Radio Stereo Madriz│Somoto,0,9,0.00
Sep,2017,Radio Sur,1305,2970,43.94
Sep,2017,Radio Sí,3642,6300,57.81
Sep,2017,Radio UNP 93.1,399,789,50.57
Sep,2017,Radio Unica,1266,2346,53.96
Sep,2017,Radio Uruguay,93,168,55.36
Sep,2017,Radio WU,1098,1920,57.19
Sep,2017,Radio Yguazu,39,99,39.39
Sep,2017,Radio de Salón,87,189,46.03
Sep,2017,Radio y Punto,1854,3396,54.59
Sep,2017,Radio zónica,7377,19362,38.10
Sep,2017,RadioAsamblea,924,1563,59.12
Sep,2017,Radiofónica,1674,3453,48.48
Sep,2017,Revés,129,267,48.31
Sep,2017,Rivadavia,73824,118389,62.36
Sep,2017,Rock & Pop Córdoba,129,159,81.13
Sep,2017,SI 91.1,996,1860,53.55
Sep,2017,Sarandí,372,1017,36.58
Sep,2017,Simphony,240,429,55.94
Sep,2017,SinDial,591,1821,32.45
Sep,2017,Sol,1014,1293,78.42
Sep,2017,Splendid,3960,8796,45.02
Sep,2017,Sport,2229,3597,61.97
Sep,2017,Sport Casilda,1644,2163,76.01
Sep,2017,Subteradio,294,657,44.75
Sep,2017,TRES CIUDADES,870,1218,71.43
Sep,2017,Trade Radio,42,111,37.84
Sep,2017,Trend Topic,3558,6459,55.09
Sep,2017,UNC CALF,3429,5604,61.19
Sep,2017,UNLP AM,3009,6669,45.12
Sep,2017,UNLP FM,1617,3657,44.22
Sep,2017,Uba,159,546,29.12
Sep,2017,Univ. Nacional Arturo Jauretche,540,1176,45.92
Sep,2017,Universal,360,894,40.27
Sep,2017,Universidad Nacional de Cuyo,165,282,58.51
Sep,2017,Universidad Nacional de Rosario,3468,7041,49.25
Sep,2017,Universidad de Avellaneda (UNDAV),444,1233,36.01
Sep,2017,Universidad de Córdoba,7044,13635,51.66
Sep,2017,Universidad de la Matanza,54,135,40.00
Sep,2017,Unión Radio,75,219,34.25
Sep,2017,Uno,43785,99981,43.79
Sep,2017,Vallekas,39,57,68.42
Sep,2017,Voces de Barrio Mitre,0,18,0.00
Sep,2017,Vorterix Rock,4815,11295,42.63
Sep,2017,Vox,21,57,36.84
Sep,2017,WAVRADIO,54,132,40.91
Sep,2017,Wen,315,660,47.73
Sep,2017,Wox,51,126,40.48
Sep,2017,radio olazabal,315,639,49.30
Sep,2017,Éxitos,1107,2562,43.21
Apr,2017,88.1 Adulto Joven,0,9,0.00
Apr,2017,Amistad,33,66,50.00
Apr,2017,Frecuencia Cruzada,3,15,20.00
Apr,2017,Kys FM,45,75,60.00
Apr,2017,LK,0,3,0.00
Apr,2017,LV16 - Río Cuarto - Córdoba,0,3,0.00
Apr,2017,Los 40 principales España,0,27,0.00
Apr,2017,Magna,0,18,0.00
Apr,2017,Nacional Esquel,0,12,0.00
Apr,2017,Nacional Neuquén,6,24,25.00
Apr,2017,Nacional Rosario,6,18,33.33
Apr,2017,Radio y Punto,0,18,0.00
Apr,2017,Sintonia,24,36,66.67
Apr,2017,Visión FM 100.5,0,12,0.00
Aug,2017,ADN,0,12,0.00
Aug,2017,Cadena 100,15,21,71.43
Aug,2017,Candela Pura,9,21,42.86
Aug,2017,FM Blue,27,30,90.00
Aug,2017,La Radio Ramallo,6,24,25.00
Aug,2017,Magna,6,15,40.00
Aug,2017,Mi Ituzaingó - Radio Pública del Oeste,21,45,46.67
Aug,2017,Nacional Esquel,3,12,25.00
Aug,2017,Nacional Neuquén,12,48,25.00
Aug,2017,RTN Radio FM 104.9,33,69,47.83
Aug,2017,Radio Diversidad - Famaillá - Tucumán,39,39,100.00
Dec,2016,Cristal FM,6,21,28.57
Dec,2016,El Pueblo,6,51,11.76
Dec,2016,Estación Sur,0,9,0.00
Dec,2016,LU20 Radio Chubut,6,15,40.00
Dec,2016,Oriental,57,93,61.29
Dec,2016,Uba,6,39,15.38
Dec,2016,Univ. Nacional Arturo Jauretche,12,54,22.22
Dec,2016,Unión Radio,0,33,0.00
Dec,2017,AM 1330,15,24,62.50
Dec,2017,AZ,54,117,46.15
Dec,2017,Amistad,15,24,62.50
Dec,2017,Aspen,24,42,57.14
Dec,2017,Ecomedios,12,15,80.00
Dec,2017,Enlazador,6,21,28.57
Dec,2017,Estación K2,12,21,57.14
Dec,2017,FM La Barriada,36,60,60.00
Dec,2017,General Belgrano AM 840,27,57,47.37
Dec,2017,Los 40 Paraguay,33,33,100.00
Dec,2017,Pentagrama,3,9,33.33
Dec,2017,Punto a punto,63,69,91.30
Dec,2017,RAE - Argentina al mundo,3,9,33.33
Dec,2017,Radio Dos,36,42,85.71
Dec,2017,Radio y Punto,12,24,50.00
Dec,2017,Vorterix Córdoba,6,9,66.67
Feb,2017,Classique,39,72,54.17
Feb,2017,Colmena,18,27,66.67
Feb,2017,Disney,6,54,11.11
Feb,2017,Estudio Playa,0,3,0.00
Feb,2017,FM La Barriada,9,24,37.50
Feb,2017,FM La Uni 91.7,0,12,0.00
Feb,2017,FM Riel,0,3,0.00
Feb,2017,Fm La Plaza,3,3,100.00
Feb,2017,LU 19 - Río Negro,6,24,25.00
Feb,2017,La Colectiva,15,24,62.50
Feb,2017,Nacional Esquel,0,9,0.00
Feb,2017,Nacional Rosario,6,15,40.00
Feb,2017,Onda La Superestación 107.9 Caracas,3,6,50.00
Feb,2017,Panorama,0,6,0.00
Feb,2017,Radio Punto,24,27,88.89
Feb,2017,Radio Stereo Madriz│Somoto,6,12,50.00
Feb,2017,Sintonia,0,3,0.00
Jan,2017,Belgrano,3,45,6.67
Jan,2017,Estación K2,3,21,14.29
Jan,2017,FM Blue,12,18,66.67
Jan,2017,FM LATINA,9,42,21.43
Jan,2017,FM Riel,0,6,0.00
Jan,2017,LT3 Rosario,0,9,0.00
Jan,2017,LU5,3,18,16.67
Jan,2017,La Red Neuquén,21,42,50.00
Jan,2017,La cien punto uno,15,21,71.43
Jan,2017,Lexia,3,6,50.00
Jan,2017,Mi Ituzaingó - Radio Pública del Oeste,21,45,46.67
Jan,2017,Nacional Esquel,0,9,0.00
Jan,2017,Nacional Rosario,3,6,50.00
Jan,2017,Radio Diversidad - Famaillá - Tucumán,3,18,16.67
Jan,2017,Radio Plus LA96LP,6,9,66.67
Jan,2017,TRES CIUDADES,6,27,22.22
Jan,2017,Uba,27,69,39.13
Jul,2017,AM 840 - Salta,12,27,44.44
Jul,2017,Aire de Santa Fe,3,3,100.00
Jul,2017,Encuentro (Viedma),9,21,42.86
Jul,2017,Estación del Sol,6,6,100.00
Jul,2017,FM LATINA,24,45,53.33
Jul,2017,FM La Barriada,21,45,46.67
Jul,2017,Kys FM,3,3,100.00
Jul,2017,LU 19 - Río Negro,18,36,50.00
Jul,2017,La Red Rosario,33,48,68.75
Jul,2017,Lexia,27,108,25.00
Jul,2017,Oriental,36,90,40.00
Jul,2017,Pentagrama,9,15,60.00
Jul,2017,RAE - Argentina al mundo,15,24,62.50
Jul,2017,Radio El Sol,9,9,100.00
Jul,2017,Radio y Punto,6,9,66.67
Jun,2017,Frecuencia Cruzada,9,12,75.00
Jun,2017,Lider,9,21,42.86
Jun,2017,Pentagrama,6,12,50.00
Jun,2017,Punto a punto,12,18,66.67
Jun,2017,Sintonia,15,30,50.00
Mar,2017,Aire de Santa Fe,6,15,40.00
Mar,2017,Amistad,12,51,23.53
Mar,2017,Colmena,3,15,20.00
Mar,2017,Diez,9,24,37.50
Mar,2017,FM +101.3 (Ex Del Plata),0,12,0.00
Mar,2017,FM Flores,0,6,0.00
Mar,2017,LV16 - Río Cuarto - Córdoba,0,12,0.00
Mar,2017,La X,0,36,0.00
Mar,2017,Lider,33,78,42.31
Mar,2017,Los 40 Paraguay,6,15,40.00
Mar,2017,Radio Hache,12,69,17.39
Mar,2017,Radio Punto,6,21,28.57
Mar,2017,Sintonia,0,24,0.00
May,2017,Aire de Santa Fe,0,12,0.00
May,2017,Amadeus Cultura Musical,12,39,30.77
May,2017,Boedo,21,42,50.00
May,2017,Ecomedios,24,24,100.00
May,2017,FM LATINA,12,57,21.05
May,2017,LU5,12,63,19.05
May,2017,La Rocker,15,60,25.00
May,2017,Lexia,6,18,33.33
May,2017,Magna,6,6,100.00
May,2017,Mi Ituzaingó - Radio Pública del Oeste,21,45,46.67
May,2017,Radio Malena,12,24,50.00
Nov,2016,Belgrano,24,81,29.63
Nov,2016,Ciudad,15,57,26.32
Nov,2016,Cristal Classic,18,33,54.55
Nov,2016,Enlazador,6,51,11.76
Nov,2016,FM +101.3 (Ex Del Plata),6,30,20.00
Nov,2016,Impacto,12,30,40.00
Nov,2016,LU20 Radio Chubut,3,12,25.00
Nov,2016,La Radio Ramallo,30,87,34.48
Nov,2016,Lexia,0,30,0.00
Nov,2016,Orfeo FM,0,12,0.00
Nov,2016,RPLM Sports,3,18,16.67
Nov,2016,Radio Presente,3,18,16.67
Nov,2016,Radio Uno,0,12,0.00
Nov,2016,Signos FM,6,45,13.33
Nov,2017,88.1 Adulto Joven,3,36,8.33
Nov,2017,Amistad,15,21,71.43
Nov,2017,Cadena Ser,36,60,60.00
Nov,2017,FM LATINA,12,24,50.00
Nov,2017,Kys FM,6,33,18.18
Nov,2017,LV16 - Río Cuarto - Córdoba,18,24,75.00
Nov,2017,La Radio,9,21,42.86
Nov,2017,Magna,6,18,33.33
Nov,2017,Nacional Neuquén,30,39,76.92
Nov,2017,RAE - Argentina al mundo,3,15,20.00
Nov,2017,Radio On,12,12,100.00
Nov,2017,Sudamericana,0,6,0.00
Nov,2017,Urbana (NQN),12,30,40.00
Nov,2017,Vorterix Córdoba,18,33,54.55
Oct,2017,Amistad,3,15,20.00
Oct,2017,FM RANQUEL,6,15,40.00
Oct,2017,LV28 Villa Maria,51,87,58.62
Oct,2017,La Rocker,21,57,36.84
Oct,2017,Los 40 Paraguay,9,9,100.00
Oct,2017,Mi Ituzaingó - Radio Pública del Oeste,27,42,64.29
Oct,2017,Nacional Rosario,3,3,100.00
Oct,2017,Panorama,0,9,0.00
Oct,2017,RAE - Argentina al mundo,27,45,60.00
Oct,2017,RTN Radio FM 104.9,21,48,43.75
Oct,2017,Signos FM,6,12,50.00
Oct,2017,Voces de Barrio Mitre,0,9,0.00
Sep,2017,Audiobeat Radio,9,18,50.00
Sep,2017,Cadena Ser,12,36,33.33
Sep,2017,Enlazador,36,60,60.00
Sep,2017,Equilibrio.Net,15,18,83.33
Sep,2017,FARCO,9,15,60.00
Sep,2017,FM Blue,21,33,63.64
Sep,2017,Impacto,9,24,37.50
Sep,2017,LT3 Rosario,6,24,25.00
Sep,2017,Onda Cero,0,6,0.00
Sep,2017,Panorama,9,18,50.00
Sep,2017,RAE - Argentina al mundo,3,12,25.00
Sep,2017,Radio Belgrano Junín,3,9,33.33
Sep,2017,Red Aleluya,24,39,61.54
Sep,2017,Sintonia,3,6,50.00
Sep,2017,Sudamericana,3,3,100.00
