month,year,radio,mobile,total,percentage
Dec,2016,LU14,3927,9948,39.48
Dec,2016,LU5,0,18,0.00
Dec,2016,LV12,600,1134,52.91
Dec,2016,LV16 - Río Cuarto - Córdoba,15,66,22.73
Dec,2016,LV28 Villa Maria,243,561,43.32
Dec,2016,La 2x4,1305,2946,44.30
Dec,2016,La Brújula 24 FM,17628,31278,56.36
Dec,2016,La Colectiva,9,54,16.67
Dec,2016,La Imposible,522,1428,36.55
Dec,2016,La Mega,15,90,16.67
Dec,2016,La Once Diez,15441,28488,54.20
Dec,2016,La Otra,54,111,48.65
Dec,2016,La Radio,162,279,58.06
Dec,2016,La Red,62844,129822,48.41
Dec,2016,La Red Neuquén,120,363,33.06
Dec,2016,La Red Rosario,12,51,23.53
Dec,2016,La Redonda,636,906,70.20
Dec,2016,La Retaguardia,468,1116,41.94
